1587,"Václav Havel Airport Prague","Prague","Czech Republic","PRG","LKPR",50.1008,14.26,1247,1,"E","Europe/Prague","airport","OurAirports"
1590,"Ben Gurion International Airport","Tel-aviv","Israel","TLV","LLBG",32.01139831542969,34.88669967651367,135,2,"E","Asia/Jerusalem","airport","OurAirports"
1594,"Eilat Airport","Elat","Israel","ETH","LLET",29.56130027770996,34.96009826660156,42,2,"E","Asia/Jerusalem","airport","OurAirports"
1613,"Vienna International Airport","Vienna","Austria","VIE","LOWW",48.110298156738,16.569700241089,600,1,"E","Europe/Vienna","airport","OurAirports"
1652,"Cluj-Napoca International Airport","Cluj-napoca","Romania","CLJ","LRCL",46.78519821166992,23.686199188232422,1036,2,"E","Europe/Bucharest","airport","OurAirports"
1655,"Iaşi Airport","Iasi","Romania","IAS","LRIA",47.17850112915039,27.6205997467041,397,2,"E","Europe/Bucharest","airport","OurAirports"
1657,"Henri Coandă International Airport","Bucharest","Romania","OTP","LROP",44.5711111,26.085,314,2,"E","Europe/Bucharest","airport","OurAirports"
1665,"Geneva Cointrin International Airport","Geneva","Switzerland","GVA","LSGG",46.23809814453125,6.108950138092041,1411,1,"E","Europe/Paris","airport","OurAirports"
1678,"Zürich Airport","Zurich","Switzerland","ZRH","LSZH",47.464699,8.54917,1416,1,"E","Europe/Zurich","airport","OurAirports"
1739,"Belgrade Nikola Tesla Airport","Belgrade","Serbia","BEG","LYBE",44.8184013367,20.3090991974,335,1,"E","Europe/Belgrade","airport","OurAirports"
2170,"Queen Alia International Airport","Amman","Jordan","AMM","OJAI",31.7226009369,35.9931983948,2395,2,"E","Asia/Amman","airport","OurAirports"
2922,"Heydar Aliyev International Airport","Baku","Azerbaijan","GYD","UBBB",40.467498779296875,50.04669952392578,10,4,"E","Asia/Baku","airport","OurAirports"
2939,"Boryspil International Airport","Kiev","Ukraine","KBP","UKBB",50.345001220703125,30.894699096679688,427,2,"E","Europe/Kiev","airport","OurAirports"
2940,"Donetsk International Airport","Donetsk","Ukraine","DOK","UKCC",48.07360076904297,37.73970031738281,791,2,"E","Europe/Kiev","airport","OurAirports"
2941,"Dnipropetrovsk International Airport","Dnepropetrovsk","Ukraine","DNK","UKDD",48.357200622558594,35.10060119628906,481,2,"E","Europe/Kiev","airport","OurAirports"
2945,"Lviv International Airport","Lvov","Ukraine","LWO","UKLL",49.8125,23.956100463867188,1071,2,"E","Europe/Kiev","airport","OurAirports"
2947,"Odessa International Airport","Odessa","Ukraine","ODS","UKOO",46.42679977416992,30.67650032043457,172,2,"E","Europe/Kiev","airport","OurAirports"
2948,"Pulkovo Airport","St. Petersburg","Russia","LED","ULLI",59.80030059814453,30.262500762939453,78,3,"N","Europe/Moscow","airport","OurAirports"
2954,"Minsk National Airport","Minsk 2","Belarus","MSQ","UMMS",53.882499694824,28.030700683594,670,3,"E","Europe/Minsk","airport","OurAirports"
2960,"Krasnodar Pashkovsky International Airport","Krasnodar","Russia","KRR","URKK",45.034698486328,39.170501708984,118,3,"N","Europe/Moscow","airport","OurAirports"
2962,"Mineralnyye Vody Airport","Mineralnye Vody","Russia","MRV","URMM",44.225101470947266,43.08190155029297,1054,3,"N","Europe/Moscow","airport","OurAirports"
2964,"Platov International Airport","Rostov","Russia","ROV","URRP",47.493888,39.924722,213,3,"N","Europe/Moscow","airport","OurAirports"
2975,"Koltsovo Airport","Yekaterinburg","Russia","SVX","USSS",56.743099212646,60.802700042725,764,5,"N","Asia/Yekaterinburg","airport","OurAirports"
2983,"Tashkent International Airport","Tashkent","Uzbekistan","TAS","UTTT",41.257900238,69.2811965942,1417,5,"U","Asia/Samarkand","airport","OurAirports"
2985,"Sheremetyevo International Airport","Moscow","Russia","SVO","UUEE",55.972599,37.4146,622,3,"N","Europe/Moscow","airport","OurAirports"
2988,"Vnukovo International Airport","Moscow","Russia","VKO","UUWW",55.5914993286,37.2615013123,685,3,"N","Europe/Moscow","airport","OurAirports"
2997,"Chhatrapati Shivaji International Airport","Mumbai","India","BOM","VABB",19.0886993408,72.8678970337,39,5.5,"N","Asia/Calcutta","airport","OurAirports"
3077,"Hong Kong International Airport","Hong Kong","Hong Kong","HKG","VHHH",22.308901,113.915001,28,8,"U","Asia/Hong_Kong","airport","OurAirports"
3364,"Beijing Capital International Airport","Beijing","China","PEK","ZBAA",40.080101013183594,116.58499908447266,116,8,"U","Asia/Shanghai","airport","OurAirports"
3484,"Los Angeles International Airport","Los Angeles","United States","LAX","KLAX",33.94250107,-118.4079971,125,-8,"A","America/Los_Angeles","airport","OurAirports"
3494,"Newark Liberty International Airport","Newark","United States","EWR","KEWR",40.692501068115234,-74.168701171875,18,-5,"A","America/New_York","airport","OurAirports"
3752,"Philadelphia International Airport","Philadelphia","United States","PHL","KPHL",39.87189865112305,-75.24109649658203,36,-5,"A","America/New_York","airport","OurAirports"
3797,"John F Kennedy International Airport","New York","United States","JFK","KJFK",40.63980103,-73.77890015,13,-5,"A","America/New_York","airport","OurAirports"
3885,"Suvarnabhumi Airport","Bangkok","Thailand","BKK","VTBS",13.681099891662598,100.74700164794922,5,7,"U","Asia/Bangkok","airport","OurAirports"
3930,"Incheon International Airport","Seoul","South Korea","ICN","RKSI",37.46910095214844,126.45099639892578,23,9,"U","Asia/Seoul","airport","OurAirports"
3941,"Eleftherios Venizelos International Airport","Athens","Greece","ATH","LGAV",37.9364013672,23.9444999695,308,2,"E","Europe/Athens","airport","OurAirports"
3953,"Riga International Airport","Riga","Latvia","RIX","EVRA",56.92359924316406,23.971099853515625,36,2,"E","Europe/Riga","airport","OurAirports"
3959,"Vilnius International Airport","Vilnius","Lithuania","VNO","EYVI",54.634102,25.285801,648,2,"E","Europe/Vilnius","airport","OurAirports"
3973,"Tbilisi International Airport","Tbilisi","Georgia","TBS","UGTB",41.6692008972,44.95470047,1624,4,"N","Asia/Tbilisi","airport","OurAirports"
4029,"Domodedovo International Airport","Moscow","Russia","DME","UUDD",55.40879821777344,37.90629959106445,588,3,"N","Europe/Moscow","airport","OurAirports"
4317,"Sabiha Gökçen International Airport","Istanbul","Turkey","SAW","LTFJ",40.898601532,29.3092002869,312,3,"E","Europe/Istanbul","airport","OurAirports"
8209,"Vinnytsia/Gavyryshivka Airport","Vinnitsa","Ukraine","VIN","UKWW",49.242531,28.613778,961,2,"E","Europe/Kiev","airport","OurAirports"
13696,"Istanbul Airport","Istanbul","Turkey","IST","LTFM",41.275278,28.751944,325,3,"E",\N,"airport","OurAirports"
